2026-05-23 01:47:34 | INFO    | Cycle 22008 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 10:58:40 | INFO    | Cycle 23088 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 11:08:49 | INFO    | Cycle 23108 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 11:19:03 | INFO    | Cycle 23128 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 11:29:17 | INFO    | Cycle 23148 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 11:39:23 | INFO    | Cycle 23168 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 11:49:35 | INFO    | Cycle 23188 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 11:59:48 | INFO    | Cycle 23208 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 12:09:55 | INFO    | Cycle 23228 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 12:20:07 | INFO    | Cycle 23248 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 12:30:21 | INFO    | Cycle 23268 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 12:40:28 | INFO    | Cycle 23288 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 12:50:42 | INFO    | Cycle 23308 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 13:00:56 | INFO    | Cycle 23328 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 13:11:04 | INFO    | Cycle 23348 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 13:21:17 | INFO    | Cycle 23368 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 13:31:31 | INFO    | Cycle 23388 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 13:41:38 | INFO    | Cycle 23408 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 13:51:52 | INFO    | Cycle 23428 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 14:02:03 | INFO    | Cycle 23448 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 14:12:10 | INFO    | Cycle 23468 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 14:22:24 | INFO    | Cycle 23488 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 14:32:35 | INFO    | Cycle 23508 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 14:42:42 | INFO    | Cycle 23528 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 14:52:56 | INFO    | Cycle 23548 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 15:03:11 | INFO    | Cycle 23568 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 15:13:20 | INFO    | Cycle 23588 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 15:23:33 | INFO    | Cycle 23608 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 15:33:47 | INFO    | Cycle 23628 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 15:43:58 | INFO    | Cycle 23648 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 15:54:11 | INFO    | Cycle 23668 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 16:04:25 | INFO    | Cycle 23688 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 16:14:40 | INFO    | Cycle 23708 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 16:24:47 | INFO    | Cycle 23728 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 16:35:01 | INFO    | Cycle 23748 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 16:45:15 | INFO    | Cycle 23768 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 16:55:22 | INFO    | Cycle 23788 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 17:05:37 | INFO    | Cycle 23808 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 17:15:51 | INFO    | Cycle 23828 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 17:25:59 | INFO    | Cycle 23848 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 17:36:14 | INFO    | Cycle 23868 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 17:46:33 | INFO    | Cycle 23888 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 17:56:39 | INFO    | Cycle 23908 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 18:06:53 | INFO    | Cycle 23928 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 18:17:07 | INFO    | Cycle 23948 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 18:27:15 | INFO    | Cycle 23968 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 18:37:30 | INFO    | Cycle 23988 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 18:47:44 | INFO    | Cycle 24008 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 18:57:51 | INFO    | Cycle 24028 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 19:08:06 | INFO    | Cycle 24048 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 19:18:20 | INFO    | Cycle 24068 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 19:28:28 | INFO    | Cycle 24088 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 19:38:38 | INFO    | Cycle 24108 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 19:48:52 | INFO    | Cycle 24128 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 19:59:03 | INFO    | Cycle 24148 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 20:09:11 | INFO    | Cycle 24168 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 20:19:28 | INFO    | Cycle 24188 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 20:29:42 | INFO    | Cycle 24208 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 20:39:49 | INFO    | Cycle 24228 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 20:50:03 | INFO    | Cycle 24248 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 21:00:17 | INFO    | Cycle 24268 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 21:10:23 | INFO    | Cycle 24288 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 21:20:36 | INFO    | Cycle 24308 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 21:30:49 | INFO    | Cycle 24328 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 21:40:56 | INFO    | Cycle 24348 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 21:51:07 | INFO    | Cycle 24368 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 22:01:21 | INFO    | Cycle 24388 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 22:11:30 | INFO    | Cycle 24408 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 22:21:44 | INFO    | Cycle 24428 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 22:31:58 | INFO    | Cycle 24448 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 22:42:05 | INFO    | Cycle 24468 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 22:52:19 | INFO    | Cycle 24488 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 23:02:33 | INFO    | Cycle 24508 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 23:12:40 | INFO    | Cycle 24528 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 23:22:53 | INFO    | Cycle 24548 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 23:33:05 | INFO    | Cycle 24568 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 23:43:14 | INFO    | Cycle 24588 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-23 23:53:25 | INFO    | Cycle 24608 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 00:03:48 | INFO    | Cycle 24628 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 00:14:00 | INFO    | Cycle 24648 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 00:24:08 | INFO    | Cycle 24668 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 00:35:00 | INFO    | Cycle 24688 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 00:46:27 | INFO    | Cycle 24708 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 00:57:43 | INFO    | Cycle 24728 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 01:08:59 | INFO    | Cycle 24748 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 01:19:16 | INFO    | Cycle 24768 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 01:29:30 | INFO    | Cycle 24788 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
2026-05-24 01:39:37 | INFO    | Cycle 24808 | Open=0 | Wins=296/324 (91.4%) | P&L=$-166.23 | Bal=$333.77
